id	assigned_topic	topic_label	label	lang
dalseong-0307	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
yangyang-1714	1133	1133_spartan_ancient_battle_invasion	Lament_lament	ko
cheolwon-1203	291	291_peppers_chili_funk_flea	Lament_lament	ko
yangyang-2102	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
namhae-0219	1847	1847_guitars_guitar_fretboard_frets	Lament_lament	ko
naju-0511	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
seungju-0339	2205	2205_bow_actress_1932_laurels	Lament_lament	ko
muju-0401	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
naju-0331	1225	1225_bean_teddy_episodes_sitcom	Lament_lament	ko
sinan-0118	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
daejeon-0501	2	2_married_divorced_couple_remarried	Lament_lament	ko
jungwon-0337	2133	2133_niece_grandmother_1918_aunt	Lament_lament	ko
sacheon-0210	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
namhae-0315	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
bukjeju-0219	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
geoje-0409	1533	1533_hunger_uprisings_rebellion_capitol	Lament_lament	ko
hampyeong-0518	1502	1502_rooms_room_palace_furnishings	Lament_lament	ko
jangheung-0509	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
haenam-0433	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
boryeong-0232	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
gangjin-0310	472	472_traditional_dhoti_sari_dresses	Lament_lament	ko
geoje-0417	1477	1477_smartwatch_watches_smartwatches_apple	Lament_lament	ko
seungju-0347	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
chilgok-0514	398	398_sins_sin_sinfulness_theology	Lament_lament	ko
jinyang-0406	268	268_shōgun_shogun_samurai_daimyō	Lament_lament	ko
ulsan-0908	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
gwangyang-0113	1304	1304_guitarists_band_toured_bands	Lament_lament	ko
sinan-0843	274	274_bee_sang_singer_songwriter	Lament_lament	ko
geumsan-1108	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
jindo-0109	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
sinan-0913	171	171_mountains_mountain_plains_topography	Lament_lament	ko
ulsan-0421	1211	1211_sequels_ash_trilogy_evil	Lament_lament	ko
hamyang-0106	1528	1528_halo_chief_343_master	Lament_lament	ko
cheolwon-1020	508	508_households_household_average_families	Lament_lament	ko
jangheung-0220	1302	1302_famine_crops_agrarian_agricultural	Lament_lament	ko
seonsan-0609	1790	1790_cents_coins_monetary_shillings	Lament_lament	ko
hampyeong-0422	510	510_1984_1945_1949_novelist	Lament_lament	ko
tongyeong-0625	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
yeongil-0606	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
namwon-0311	2103	2103_lunar_moon_landings_spacecraft	Lament_lament	ko
goheung-0407	879	879_neighbours_episodes_airing_episode	Lament_lament	ko
jangseong-0538	564	564_synthesizers_synthesizer_techno_synth	Lament_lament	ko
yeongdeok-0209	1790	1790_cents_coins_monetary_shillings	Lament_lament	ko
jungwon-0338	2	2_married_divorced_couple_remarried	Lament_lament	ko
seungju-0336	380	380_temple_cult_peoples_disciples	Lament_lament	ko
hamyang-0139	2367	2367_critical_thinking_reasoned_reflective	Lament_lament	ko
yecheon-0309	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
tongyeong-0614	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
yangyang-0510	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
jeongseon-0809	809	809_fitness_gyms_gym_gymnastics	Lament_lament	ko
hampyeong-0517	956	956_patients_inpatients_physicians_physician	Lament_lament	ko
yeongam-0516	1119	1119_proud_boys_protests_protesters	Lament_lament	ko
cheolwon-0807	1133	1133_spartan_ancient_battle_invasion	Lament_lament	ko
hampyeong-0444	1083	1083_tanks_tank_partisan_ideological	Lament_lament	ko
gn.goseong-0319	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
yangyang-1315	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
goheung-0513	408	408_bbc_broadcasting_channel_al	Lament_lament	ko
gokseong-0105	1211	1211_sequels_ash_trilogy_evil	Lament_lament	ko
sangju-1014	2190	2190_wiggle_band_entertainers_concert	Lament_lament	ko
gwangjusi-0147	0	0_goalscorer_scored_goals_goal	Lament_lament	ko
gimje-0511	472	472_traditional_dhoti_sari_dresses	Lament_lament	ko
hampyeong-0523	1502	1502_rooms_room_palace_furnishings	Lament_lament	ko
sinan-0216	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
nonsan-0105	651	651_voiced_voice_voices_voiceover	Lament_lament	ko
wonju-0106	2346	2346_marriages_cohabitation_marriage_heterosexuals	Lament_lament	ko
sangju-1009	2205	2205_bow_actress_1932_laurels	Lament_lament	ko
geoje-0616	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
euiseong-0232	1402	1402_stem_disciplines_majors_degree	Lament_lament	ko
hwacheon-0312	2346	2346_marriages_cohabitation_marriage_heterosexuals	Lament_lament	ko
inje-0210	291	291_peppers_chili_funk_flea	Lament_lament	ko
daejeon-0511	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
muan-0319	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
hwasun-0201	2222	2222_retailer_store_sales_shop	Lament_lament	ko
young_wedding_both_348	2090	2090_rose_autobiography_quotes_writing	wedding	nl
young_wedding_both_349	956	956_patients_inpatients_physicians_physician	wedding	nl
young_wedding_both_350	2083	2083_radiation_radiographs_rays_radiography	wedding	nl
young_wedding_both_351	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_352	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_353	666	666_nonfiction_bestseller_novelist_autobiography	wedding	nl
young_wedding_both_354	1028	1028_probability_probabilities_doors_car	wedding	nl
young_wedding_both_355	1492	1492_attractiveness_aesthetics_beauty_aesthetic	wedding	nl
young_wedding_both_356	56	56_bond_royale_spectre_pierce	wedding	nl
young_wedding_both_357	238	238_protesting_activism_protests_protest	wedding	nl
young_wedding_both_358	415	415_deforestation_reforestation_forestry_forests	wedding	nl
young_wedding_both_359	2166	2166_discord_subscription_guilds_nitro	wedding	nl
young_wedding_both_360	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_361	1100	1100_hill_silent_sequel_remake	wedding	nl
young_wedding_both_362	2159	2159_crops_agriculture_agricultural_maize	wedding	nl
young_wedding_both_363	1453	1453_campaigned_politician_governor_long	wedding	nl
young_wedding_both_364	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_365	350	350_holiday_celebrates_holidays_celebrated	wedding	nl
young_wedding_both_366	1645	1645_genomes_genome_mutations_genes	wedding	nl
young_wedding_both_367	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_368	2083	2083_radiation_radiographs_rays_radiography	wedding	nl
young_wedding_both_369	2159	2159_crops_agriculture_agricultural_maize	wedding	nl
young_wedding_both_370	2194	2194_torch_olympic_relay_relays	wedding	nl
young_wedding_both_371	1463	1463_flow_experiences_performance_motivation	wedding	nl
young_wedding_both_372	1100	1100_hill_silent_sequel_remake	wedding	nl
young_wedding_both_373	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_374	2209	2209_midnight_noon_midday_clock	wedding	nl
young_wedding_both_375	2092	2092_bacon_pork_vegetarian_meat	wedding	nl
young_wedding_both_376	2358	2358_composers_orchestra_composer_orchestras	wedding	nl
young_wedding_both_377	1119	1119_proud_boys_protests_protesters	wedding	nl
young_wedding_both_378	2205	2205_bow_actress_1932_laurels	wedding	nl
young_wedding_both_379	56	56_bond_royale_spectre_pierce	wedding	nl
young_wedding_both_380	512	512_women_comfort_geisha_grandmothers	wedding	nl
young_wedding_both_381	349	349_kiss_toured_concerts_tour	wedding	nl
young_wedding_both_382	56	56_bond_royale_spectre_pierce	wedding	nl
young_wedding_both_383	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_384	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_385	1769	1769_brave_browser_browsers_chrome	wedding	nl
young_wedding_both_386	598	598_sitcom_woody_cast_primetime	wedding	nl
young_wedding_both_387	1028	1028_probability_probabilities_doors_car	wedding	nl
young_wedding_both_388	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_389	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_390	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_391	56	56_bond_royale_spectre_pierce	wedding	nl
young_wedding_both_392	349	349_kiss_toured_concerts_tour	wedding	nl
young_wedding_both_393	1043	1043_cloud_clouds_azure_virtualization	wedding	nl
young_wedding_both_394	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_395	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_396	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_397	938	938_ford_presidency_presidential_presidents	wedding	nl
young_wedding_both_398	56	56_bond_royale_spectre_pierce	wedding	nl
young_wedding_both_399	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_400	1926	1926_duchess_duke_royal_potters	wedding	nl
young_wedding_both_401	1648	1648_screenwriter_blood_sequels_films	wedding	nl
young_wedding_both_402	1755	1755_loaf_meat_duet_duets	wedding	nl
young_wedding_both_403	422	422_miss_pageant_pageants_pageantry	wedding	nl
young_wedding_both_404	925	925_stones_stone_guitarist_guitarists	wedding	nl
young_wedding_both_405	306	306_medals_medal_commendation_gallantry	wedding	nl
young_wedding_both_406	0	0_goalscorer_scored_goals_goal	wedding	nl
young_wedding_both_407	2275	2275_irrigation_sea_waters_salinity	wedding	nl
young_wedding_both_408	1863	1863_rap_rock_album_band	wedding	nl
young_wedding_both_409	1915	1915_fate_fates_doctor_doctorate	wedding	nl
young_wedding_both_410	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_411	238	238_protesting_activism_protests_protest	wedding	nl
young_wedding_both_412	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_413	1101	1101_treaty_treaties_covenant_league	wedding	nl
young_wedding_both_414	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_415	1477	1477_smartwatch_watches_smartwatches_apple	wedding	nl
young_wedding_both_416	775	775_seo_searches_webmaster_webmasters	wedding	nl
young_wedding_both_417	2145	2145_wastes_waste_disposal_recycling	wedding	nl
young_wedding_both_418	2222	2222_retailer_store_sales_shop	wedding	nl
young_wedding_both_419	2259	2259_easter_holiday_celebrated_feasts	wedding	nl
young_wedding_both_420	549	549_451_writer_literature_writers	wedding	nl
young_wedding_both_421	1297	1297_hello_greeting_cat_cuteness	wedding	nl
young_wedding_both_422	1337	1337_laurel_hardy_comedies_comedians	wedding	nl
young_wedding_both_423	1100	1100_hill_silent_sequel_remake	wedding	nl
young_wedding_both_424	435	435_colors_colours_colour_magenta	wedding	nl
young_wedding_both_425	1476	1476_evil_eye_gaze_eyes	wedding	nl
young_wedding_both_426	2259	2259_easter_holiday_celebrated_feasts	wedding	nl
young_wedding_both_427	373	373_satyagraha_revolt_rebellion_salt	wedding	nl
young_wedding_both_429	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_430	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_431	1915	1915_fate_fates_doctor_doctorate	wedding	nl
young_wedding_both_432	1581	1581_mix_albums_little_remix	wedding	nl
young_wedding_both_433	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_434	504	504_dubbed_dub_dubbing_dubs	wedding	nl
young_wedding_both_435	1297	1297_hello_greeting_cat_cuteness	wedding	nl
young_wedding_both_436	1987	1987_yoon_jin_jung_hye	wedding	nl
young_wedding_both_438	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_439	2291	2291_offspring_albums_album_band	wedding	nl
young_wedding_both_440	1476	1476_evil_eye_gaze_eyes	wedding	nl
young_wedding_both_441	1453	1453_campaigned_politician_governor_long	wedding	nl
young_wedding_both_442	349	349_kiss_toured_concerts_tour	wedding	nl
young_wedding_both_443	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_444	1515	1515_literature_novels_novel_peace	wedding	nl
young_wedding_both_445	598	598_sitcom_woody_cast_primetime	wedding	nl
young_wedding_both_446	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_447	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_448	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_449	1915	1915_fate_fates_doctor_doctorate	wedding	nl
young_wedding_both_450	157	157_apartheid_decolonisation_1979_smith	wedding	nl
young_wedding_both_451	56	56_bond_royale_spectre_pierce	wedding	nl
young_wedding_both_452	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_454	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_455	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_456	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_457	1475	1475_indigenous_spirit_spirits_natives	wedding	nl
young_wedding_both_458	450	450_bear_bears_grizzly_predators	wedding	nl
young_wedding_both_459	1100	1100_hill_silent_sequel_remake	wedding	nl
young_wedding_both_461	1323	1323_sheikh_prince_sultan_heir	wedding	nl
young_wedding_both_462	56	56_bond_royale_spectre_pierce	wedding	nl
young_wedding_both_463	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_464	2259	2259_easter_holiday_celebrated_feasts	wedding	nl
young_wedding_both_465	1877	1877_zombie_walkers_zombies_walking	wedding	nl
young_wedding_both_466	1297	1297_hello_greeting_cat_cuteness	wedding	nl
young_wedding_both_467	2259	2259_easter_holiday_celebrated_feasts	wedding	nl
young_wedding_both_468	2344	2344_wee_pee_cameo_cameos	wedding	nl
young_wedding_both_469	714	714_plague_plagues_diseases_epidemics	wedding	nl
young_wedding_both_471	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_472	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_474	715	715_paleolithic_neolithic_archaeological_prehistory	wedding	nl
young_wedding_both_475	1790	1790_cents_coins_monetary_shillings	wedding	nl
young_wedding_both_476	518	518_jubilees_jubilee_celebrated_celebrations	wedding	nl
young_wedding_both_477	2324	2324_reggae_albums_band_bassist	wedding	nl
young_wedding_both_478	1915	1915_fate_fates_doctor_doctorate	wedding	nl
young_wedding_both_479	1790	1790_cents_coins_monetary_shillings	wedding	nl
young_wedding_both_480	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_481	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_482	2312	2312_painting_paintings_painter_paint	wedding	nl
young_wedding_both_483	350	350_holiday_celebrates_holidays_celebrated	wedding	nl
young_wedding_both_484	1446	1446_happiness_wellbeing_unhappiness_happier	wedding	nl
young_wedding_both_485	518	518_jubilees_jubilee_celebrated_celebrations	wedding	nl
young_wedding_both_486	1645	1645_genomes_genome_mutations_genes	wedding	nl
young_wedding_both_487	731	731_sake_rice_liquor_brewing	wedding	nl
young_wedding_both_488	2205	2205_bow_actress_1932_laurels	wedding	nl
young_wedding_both_489	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_490	1790	1790_cents_coins_monetary_shillings	wedding	nl
young_wedding_both_491	306	306_medals_medal_commendation_gallantry	wedding	nl
young_wedding_both_492	925	925_stones_stone_guitarist_guitarists	wedding	nl
young_wedding_both_493	1028	1028_probability_probabilities_doors_car	wedding	nl
young_wedding_both_494	57	57_band_frontman_bassist_vocalist	wedding	nl
young_wedding_both_495	1513	1513_redheads_redhead_reddish_ginger	wedding	nl
young_wedding_both_496	1769	1769_brave_browser_browsers_chrome	wedding	nl
young_wedding_both_497	1856	1856_scratch_scratching_programming_scratched	wedding	nl
young_wedding_both_498	1952	1952_muse_concert_vocals_albums	wedding	nl
young_wedding_both_499	1972	1972_dragons_imagine_unreleased_indie	wedding	nl
young_wedding_both_500	192	192_polygamous_polygamy_polyamory_polygamists	wedding	nl
young_wedding_both_501	1323	1323_sheikh_prince_sultan_heir	wedding	nl
young_wedding_both_502	640	640_defamation_lawsuit_sued_libel	wedding	nl
Pod_395	134	134_angels_archangels_archangel_angelic	Family-ritual_wedding	uk
Pod_396	134	134_angels_archangels_archangel_angelic	Family-ritual_wedding	uk
Pod_1404	1901	1901_sat_exams_exam_admissions	Family-ritual_wedding	uk
Pod_1405	1901	1901_sat_exams_exam_admissions	Family-ritual_wedding	uk
Pod_1406	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1407	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1408	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1409	2130	2130_touchdowns_interceptions_touchdown_quarterback	Family-ritual_wedding	uk
Pod_1410	1513	1513_redheads_redhead_reddish_ginger	Family-ritual_wedding	uk
Pod_1411	1874	1874_mosque_synagogue_temple_synagogues	Family-ritual_wedding	uk
Pod_1412	1003	1003_motocross_motorcycle_stunt_bike	Family-ritual_wedding	uk
Pod_1413	1813	1813_honeys_honey_honeydew_bees	Family-ritual_wedding	uk
Pod_1414	1453	1453_campaigned_politician_governor_long	Family-ritual_wedding	uk
Pod_1415	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1416	1542	1542_1852_novels_novel_cabin	Family-ritual_wedding	uk
Pod_1417	2222	2222_retailer_store_sales_shop	Family-ritual_wedding	uk
Pod_1418	1809	1809_park_parks_parking_central	Family-ritual_wedding	uk
Pod_1419	192	192_polygamous_polygamy_polyamory_polygamists	Family-ritual_wedding	uk
Pod_1420	810	810_butter_gluten_flour_glutenin	Family-ritual_wedding	uk
Pod_1421	1877	1877_zombie_walkers_zombies_walking	Family-ritual_wedding	uk
Pod_1422	1338	1338_eggs_egg_yolks_yolk	Family-ritual_wedding	uk
Pod_1423	810	810_butter_gluten_flour_glutenin	Family-ritual_wedding	uk
Pod_1424	810	810_butter_gluten_flour_glutenin	Family-ritual_wedding	uk
Pod_1425	1338	1338_eggs_egg_yolks_yolk	Family-ritual_wedding	uk
Pod_1426	1581	1581_mix_albums_little_remix	Family-ritual_wedding	uk
Pod_1427	1646	1646_catch_22_circumstance_novel	Family-ritual_wedding	uk
Pod_1428	1758	1758_noblewomen_empress_maids_governesses	Family-ritual_wedding	uk
Pod_1429	2205	2205_bow_actress_1932_laurels	Family-ritual_wedding	uk
Pod_1430	1877	1877_zombie_walkers_zombies_walking	Family-ritual_wedding	uk
Pod_1431	812	812_baker_divorced_remarried_stepfather	Family-ritual_wedding	uk
Pod_1432	840	840_airline_airlines_seats_seating	Family-ritual_wedding	uk
Pod_1433	1513	1513_redheads_redhead_reddish_ginger	Family-ritual_wedding	uk
Pod_1434	1513	1513_redheads_redhead_reddish_ginger	Family-ritual_wedding	uk
Pod_1435	1513	1513_redheads_redhead_reddish_ginger	Family-ritual_wedding	uk
Pod_1436	272	272_heraldic_heraldry_gules_arms	Family-ritual_wedding	uk
Pod_1437	1550	1550_dew_cola_flavors_soda	Family-ritual_wedding	uk
Pod_1438	1901	1901_sat_exams_exam_admissions	Family-ritual_wedding	uk
Pod_1439	1353	1353_cherry_blossom_cherries_blossoms	Family-ritual_wedding	uk
Pod_1440	1877	1877_zombie_walkers_zombies_walking	Family-ritual_wedding	uk
Pod_1441	2298	2298_oz_debate_debater_debating	Family-ritual_wedding	uk
Pod_1442	1915	1915_fate_fates_doctor_doctorate	Family-ritual_wedding	uk
Pod_1443	1409	1409_missionaries_charity_nuns_orphanages	Family-ritual_wedding	uk
Pod_1444	230	230_baptism_baptisms_baptismal_baptized	Family-ritual_wedding	uk
Pod_1445	2322	2322_moon_drummer_drums_drummers	Family-ritual_wedding	uk
Pod_1446	1550	1550_dew_cola_flavors_soda	Family-ritual_wedding	uk
Pod_1447	515	515_ribbons_ribbon_gallantry_medals	Family-ritual_wedding	uk
Pod_1448	515	515_ribbons_ribbon_gallantry_medals	Family-ritual_wedding	uk
Pod_1449	886	886_spiritualism_spirituality_paganism_esotericism	Family-ritual_wedding	uk
Pod_1450	2	2_married_divorced_couple_remarried	Family-ritual_wedding	uk
Pod_1451	1877	1877_zombie_walkers_zombies_walking	Family-ritual_wedding	uk
Pod_1452	1813	1813_honeys_honey_honeydew_bees	Family-ritual_wedding	uk
Pod_1453	107	107_anthrax_slayer_thrash_bands	Family-ritual_wedding	uk
Pod_1454	767	767_algorithm_algorithms_paths_traversal	Family-ritual_wedding	uk
Pod_1455	1986	1986_sour_songwriter_grungy_debut	Family-ritual_wedding	uk
Pod_1456	1770	1770_bugs_insects_insecticides_pest	Family-ritual_wedding	uk
Pod_1457	551	551_dances_dance_dancers_traditional	Family-ritual_wedding	uk
Pod_1458	530	530_shaggy_voiced_cartoon_cartoons	Family-ritual_wedding	uk
Pod_1459	702	702_swamp_comics_comic_sting	Family-ritual_wedding	uk
Pod_1460	1476	1476_evil_eye_gaze_eyes	Family-ritual_wedding	uk
Pod_1461	1409	1409_missionaries_charity_nuns_orphanages	Family-ritual_wedding	uk
Pod_1462	0	0_goalscorer_scored_goals_goal	Family-ritual_wedding	uk
Pod_1463	334	334_boulevard_celebrity_fame_celebrities	Family-ritual_wedding	uk
Pod_1464	1813	1813_honeys_honey_honeydew_bees	Family-ritual_wedding	uk
Pod_1465	441	441_woman_wonder_goddess_feminist	Family-ritual_wedding	uk
Pod_1466	1581	1581_mix_albums_little_remix	Family-ritual_wedding	uk
Pod_1467	627	627_labour_children_labor_poverty	Family-ritual_wedding	uk
Pod_1468	989	989_cook_voyage_voyages_sailed	Family-ritual_wedding	uk
Pod_1470	1123	1123_shroud_crucified_crucifixion_burial	Family-ritual_wedding	uk
Pod_1471	425	425_jazz_saxophonist_trumpeter_saxophone	Family-ritual_wedding	uk
Pod_1472	2205	2205_bow_actress_1932_laurels	Family-ritual_wedding	uk
Pod_1473	1353	1353_cherry_blossom_cherries_blossoms	Family-ritual_wedding	uk
Pod_1474	1528	1528_halo_chief_343_master	Family-ritual_wedding	uk
Pod_1475	1915	1915_fate_fates_doctor_doctorate	Family-ritual_wedding	uk
Pod_1476	487	487_oblast_soviet_yuri_grandmother	Family-ritual_wedding	uk
Pod_1477	1877	1877_zombie_walkers_zombies_walking	Family-ritual_wedding	uk
Pod_1478	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1479	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1480	506	506_soprano_mafia_joey_carmine	Family-ritual_wedding	uk
Pod_1481	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1482	1758	1758_noblewomen_empress_maids_governesses	Family-ritual_wedding	uk
Pod_1483	2154	2154_studios_lions_acquisitions_paramount	Family-ritual_wedding	uk
Pod_1484	506	506_soprano_mafia_joey_carmine	Family-ritual_wedding	uk
Pod_1485	927	927_pirate_privateer_bonnet_pirates	Family-ritual_wedding	uk
Pod_1486	927	927_pirate_privateer_bonnet_pirates	Family-ritual_wedding	uk
Pod_1487	927	927_pirate_privateer_bonnet_pirates	Family-ritual_wedding	uk
Pod_1488	682	682_farmworkers_unions_picketing_protest	Family-ritual_wedding	uk
Pod_1489	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1490	1353	1353_cherry_blossom_cherries_blossoms	Family-ritual_wedding	uk
Pod_1491	1072	1072_resuscitation_defibrillation_defibrillator_cardiopulmonary	Family-ritual_wedding	uk
Pod_1492	1072	1072_resuscitation_defibrillation_defibrillator_cardiopulmonary	Family-ritual_wedding	uk
Pod_1493	1072	1072_resuscitation_defibrillation_defibrillator_cardiopulmonary	Family-ritual_wedding	uk
Pod_1494	1338	1338_eggs_egg_yolks_yolk	Family-ritual_wedding	uk
Pod_1495	1338	1338_eggs_egg_yolks_yolk	Family-ritual_wedding	uk
Pod_1496	1877	1877_zombie_walkers_zombies_walking	Family-ritual_wedding	uk
Pod_1497	1416	1416_wells_literature_novels_writer	Family-ritual_wedding	uk
Pod_1498	1989	1989_celebrity_spinoffs_sisters_rob	Family-ritual_wedding	uk
Pod_1499	150	150_waters_concert_tour_pink	Family-ritual_wedding	uk
Pod_1500	334	334_boulevard_celebrity_fame_celebrities	Family-ritual_wedding	uk
Pod_1501	1338	1338_eggs_egg_yolks_yolk	Family-ritual_wedding	uk
Pod_1503	1516	1516_microwaves_microwave_oven_ovens	Family-ritual_wedding	uk
Pod_1504	1516	1516_microwaves_microwave_oven_ovens	Family-ritual_wedding	uk
Pod_1505	1755	1755_loaf_meat_duet_duets	Family-ritual_wedding	uk
Pod_1506	1755	1755_loaf_meat_duet_duets	Family-ritual_wedding	uk
Pod_1507	1755	1755_loaf_meat_duet_duets	Family-ritual_wedding	uk
Pod_1508	551	551_dances_dance_dancers_traditional	Family-ritual_wedding	uk
Pod_1509	1637	1637_donkey_fairy_godmother_dragon	Family-ritual_wedding	uk
Pod_1510	2152	2152_transit_commute_commuting_commuters	Family-ritual_wedding	uk
Pod_1511	1877	1877_zombie_walkers_zombies_walking	Family-ritual_wedding	uk
Pod_1512	810	810_butter_gluten_flour_glutenin	Family-ritual_wedding	uk
Pod_1513	810	810_butter_gluten_flour_glutenin	Family-ritual_wedding	uk
Pod_1514	810	810_butter_gluten_flour_glutenin	Family-ritual_wedding	uk
Pod_1515	464	464_sang_carpenter_carpenters_billboard	Family-ritual_wedding	uk
Pod_1516	335	335_trilogy_remastered_gods_editions	Family-ritual_wedding	uk
Pod_1517	522	522_fertility_overpopulation_childbearing_adoptions	Family-ritual_wedding	uk
Pod_1518	454	454_currencies_currency_monetary_dollar	Family-ritual_wedding	uk
Pod_1519	454	454_currencies_currency_monetary_dollar	Family-ritual_wedding	uk
Pod_1520	2090	2090_rose_autobiography_quotes_writing	Family-ritual_wedding	uk
Pod_1521	2346	2346_marriages_cohabitation_marriage_heterosexuals	Family-ritual_wedding	uk
Pod_1522	192	192_polygamous_polygamy_polyamory_polygamists	Family-ritual_wedding	uk
Pod_1523	1513	1513_redheads_redhead_reddish_ginger	Family-ritual_wedding	uk
Pod_1524	1513	1513_redheads_redhead_reddish_ginger	Family-ritual_wedding	uk
Pod_1525	896	896_airlines_airline_pan_flights	Family-ritual_wedding	uk
Pod_1526	506	506_soprano_mafia_joey_carmine	Family-ritual_wedding	uk
Pod_1527	2182	2182_rebounds_warriors_curry_assists	Family-ritual_wedding	uk
Pod_1528	2209	2209_midnight_noon_midday_clock	Family-ritual_wedding	uk
Pod_1529	860	860_pastor_pastors_megachurch_evangelical	Family-ritual_wedding	uk
Pod_1530	860	860_pastor_pastors_megachurch_evangelical	Family-ritual_wedding	uk
Pod_1531	192	192_polygamous_polygamy_polyamory_polygamists	Family-ritual_wedding	uk
Pod_1532	454	454_currencies_currency_monetary_dollar	Family-ritual_wedding	uk
Pod_1533	1528	1528_halo_chief_343_master	Family-ritual_wedding	uk
Pod_1534	515	515_ribbons_ribbon_gallantry_medals	Family-ritual_wedding	uk
Pod_1535	515	515_ribbons_ribbon_gallantry_medals	Family-ritual_wedding	uk
Pod_1536	515	515_ribbons_ribbon_gallantry_medals	Family-ritual_wedding	uk
